treatment,ancestor_id,population,diversity,change_pstar_lower,change_pstar_upper,change_pstar_mean,change_nstar_lower,change_nstar_upper,change_nstar_mean,change_istar_lower,change_istar_upper,change_istar_mean,change_salt_tol_lower,change_salt_tol_upper,change_salt_tol_mean
C,cc1690,22,Genotypically diverse,0.05473125080396942,1.2353798133158145,0.6249410527789755,-0.4310953166214245,0.47903721000447796,0.06376581124470745,-1.0454758537101616,-0.2918465859425908,-0.7519019889458085,-0.04786001713181282,0.048169215550874354,0.008949628236234072
L,anc2,10,Isoclonal,0.9302847044883493,3.7156948436795605,2.3039154824661066,0.23520519103110996,1.4885493369511313,1.1111328984671225,1.0941499906235277,2.1808739426139025,1.7441415861479839,0.07670434218559632,0.15426891844307325,0.135834812711176
L,anc3,26,Isoclonal,-0.7640430356808927,-0.38587636776950957,-0.6131094712228883,-0.34636909785164677,0.605812986723809,0.20469979621409234,-0.7215200009294003,0.456319054319484,-0.1768033569083891,0.13360658302325348,0.14739078768376068,0.1525748324828521
L,anc4,20,Isoclonal,0.6509486407293965,1.2343754241124558,1.0099174430470008,-1.4129932227826785,0.050485087713476665,-0.7862376931171907,0.9682934426226262,1.8991107829056244,1.5969779226221286,0.5262686484213704,0.44689906394673445,0.5217473864301447
L,anc5,23,Isoclonal,-1.2269309434403655,-0.7522768657799952,-1.076885423654324,-1.3273446077869,-0.3852857188471295,-1.008688907307931,-0.3020740733402099,0.2864724177130071,-0.01312134225522732,0.24257373888174003,0.448764058160813,0.3921279869806648
L,cc1690,33,Genotypically diverse,-0.48012305706643943,-0.09089301527769264,-0.31042243238865913,-0.9291853396738096,0.37603164076348106,-0.2606935594794028,-0.9403380415643623,0.04719756421718574,-0.5452128580395249,0.11201635454785049,0.19338011063192626,0.19392409965929042
N,anc2,1,Isoclonal,-1.1795660380429742,-0.7965840877726226,-1.0713096417829444,0.48306463016487294,1.3522329073956827,1.195943210051745,-0.16047922047704147,0.7342423148510732,0.3090061370874279,-1.1789253085773843,-0.3108071298631953,-0.7436477056783004
N,anc3,27,Isoclonal,-0.6469142299790278,0.07903863280493707,-0.33041680399478784,-0.6428589557341,0.6939210739634211,0.06796671756430132,-1.7281392819584072,-0.8275681083586162,-1.4463182295662707,-0.035132723693633953,0.06304705943176704,0.018450127943062163
N,anc4,11,Isoclonal,-0.12872221773984144,0.2449080886448448,0.049954762219418754,-1.6966140676652566,-0.6283022985496904,-1.3621413181933038,-1.3968629503863,-0.6061821112463472,-1.1276580785264119,0.31148369246602486,0.44273590752397535,0.4180480472606515
N,anc5,30,Isoclonal,-1.5276237615861263,-1.252789004934411,-1.4916063160273287,-0.6067479260456228,0.442489677410067,-0.017357849243585657,0.6855585632259948,1.3655571682368632,1.113669045235511,0.023695320303720308,0.07246701129919422,0.05933955527337512
N,cc1690,3,Genotypically diverse,-1.2713636488982862,-0.3948172897632281,-0.8883062420109512,-0.9091727861932279,0.011876994905069329,-0.4655037883213094,-1.1531475280899084,-0.39756435432697046,-0.859683173668163,0.053028183221096724,0.06408942917728208,0.06969611195729963
P,anc2,17,Isoclonal,-1.3918916842369105,-1.29247478545927,-1.4427079706468828,-1.9545896812689265,-1.1148771460017919,-1.8148500084145207,-0.8265825200927547,-0.16914236269851912,-0.5552319795871685,-0.13161356908464977,0.16947274172843244,0.07319546931225136
P,anc3,29,Isoclonal,-1.4236104667552074,-1.2060559230523173,-1.4137966034039908,-1.1763347451581205,-0.1717110536005321,-0.7836778188859148,-0.915063322982351,-0.03809331637235566,-0.561269063589952,0.14041013861777007,0.3068363126602062,0.31545884027854815
P,anc4,8,Isoclonal,-0.7615335075827604,-0.6183774978814509,-0.7458494203455331,-0.741721193778208,0.30392718694771803,-0.23019244948117606,-1.792365047072746,-1.6369672610557746,-1.9987206140184022,0.47472702580471265,0.411596715859375,0.48306295625145
P,anc5,28,Isoclonal,-1.2296903289858412,-0.9370614710552944,-1.1602678099661365,-1.3211771232725973,-0.17036041762463133,-0.8770416248167376,0.0776835523064733,1.2364788875783086,0.7623576354435504,0.009033733035838059,0.23468958338918677,0.15939148046719837
P,cc1690,6,Genotypically diverse,-1.4616339140068435,-1.2173755402655577,-1.4517436966283257,-0.6593029669350667,0.5838127474122871,-0.015467948309618213,-0.9260481522168893,0.10275923627581901,-0.48422402174931345,0.34793901064118227,0.32088580169576797,0.3666789284946082
S,anc2,14,Isoclonal,-1.2833537979120762,-0.9448902495273711,-1.2031926353075169,-0.04655266559614095,0.9579591931268464,0.59316964544214,-1.1309435947092634,-0.2159394744851555,-0.7725650349301115,2.6399873155524403,2.1423496331495198,2.549794309972355
S,anc3,4,Isoclonal,-1.137511685651417,-0.5976885826386766,-0.9232692201809388,-0.07385303557201055,0.8927782547594126,0.5214352976399629,-1.6286759951707634,-0.8296768513100905,-1.3354213106041837,1.6533386257884062,1.289524184902986,1.5751363207404816
S,anc4,15,Isoclonal,-0.9002171622923314,-0.4556202401146929,-0.7308173796670574,-1.8066116228583367,-0.7411656351357631,-1.49847870379169,-1.0292463173449273,-0.5789048037219168,-0.9140408237820106,1.4500256068288013,3.2498470098717456,1.8148770471198543
S,anc5,18,Isoclonal,-1.3725842553107055,-1.0107043326391096,-1.2964027426182554,-0.8659420472120792,0.033926659702209684,-0.46550744667423616,0.7530541142815015,1.4821497125138854,1.2288392061008178,2.545467173531609,2.648135125084551,2.8388821799825066
S,cc1690,32,Genotypically diverse,-0.9085687559291737,-0.4518350047933448,-0.739881724394931,-1.3341824315471782,-0.35420841709138556,-0.9726613845417924,-1.4525858149713298,-0.7821117519991332,-1.2612025662377613,2.0540906475597445,1.533143985548262,1.8903596847680708
